id,name,type,x,y,lat,lon
N92,DeliveryPoint_N92,delivery_point,852.33,1540.5,,
N93,DeliveryPoint_N93,delivery_point,900.7,1482.13,,
N94,DeliveryPoint_N94,delivery_point,930.32,1433.26,,
N95,DeliveryPoint_N95,delivery_point,927.48,1473.89,,
N96,DeliveryPoint_N96,delivery_point,953.83,1462.23,,
N97,DeliveryPoint_N97,delivery_point,928.56,1360.51,,
N98,DeliveryPoint_N98,delivery_point,957.47,1359.48,,
N99,DeliveryPoint_N99,delivery_point,955.16,1394.37,,
N100,Hub_C2,hub,1207.41,1164.37,,
N101,Warehouse_C2,warehouse,1253.71,1168.17,,
N102,DeliveryPoint_N102,delivery_point,1177.02,1184.08,,
N103,DeliveryPoint_N103,delivery_point,1121.37,1163.0,,
N104,DeliveryPoint_N104,delivery_point,1175.08,1066.93,,
N105,DeliveryPoint_N105,delivery_point,1194.9,1047.85,,
N106,DeliveryPoint_N106,delivery_point,1208.26,1116.75,,
N107,DeliveryPoint_N107,delivery_point,1102.05,1219.09,,
N108,DeliveryPoint_N108,delivery_point,1088.77,1289.23,,
N109,DeliveryPoint_N109,delivery_point,1249.83,1175.52,,
N110,DeliveryPoint_N110,delivery_point,1290.14,1270.61,,
N111,DeliveryPoint_N111,delivery_point,1207.36,1102.27,,
N112,DeliveryPoint_N112,delivery_point,1265.37,1209.43,,
N113,DeliveryPoint_N113,delivery_point,1233.76,1125.16,,
N114,DeliveryPoint_N114,delivery_point,1096.22,1202.3,,
N115,DeliveryPoint_N115,delivery_point,1231.71,1168.92,,
N116,DeliveryPoint_N116,delivery_point,1127.3,1098.66,,
N117,DeliveryPoint_N117,delivery_point,1309.21,1172.1,,
N118,DeliveryPoint_N118,delivery_point,1175.89,1154.74,,
N119,DeliveryPoint_N119,delivery_point,1203.86,1207.85,,
N120,DeliveryPoint_N120,delivery_point,1172.76,1261.86,,
N121,DeliveryPoint_N121,delivery_point,1103.31,1115.47,,
N122,DeliveryPoint_N122,delivery_point,1209.66,1146.68,,
N123,DeliveryPoint_N123,delivery_point,1221.06,1169.38,,
N124,DeliveryPoint_N124,delivery_point,1220.31,1174.28,,
N125,DeliveryPoint_N125,delivery_point,1195.41,1181.51,,
N126,DeliveryPoint_N126,delivery_point,1162.93,1134.11,,
N127,DeliveryPoint_N127,delivery_point,1141.75,1164.07,,
N128,DeliveryPoint_N128,delivery_point,1145.66,1080.09,,
N129,DeliveryPoint_N129,delivery_point,1248.99,1085.12,,
N130,DeliveryPoint_N130,delivery_point,1138.77,1171.98,,
N131,DeliveryPoint_N131,delivery_point,1214.14,1104.22,,
N132,DeliveryPoint_N132,delivery_point,1266.37,1130.0,,
N133,DeliveryPoint_N133,delivery_point,1245.24,1019.13,,
N134,DeliveryPoint_N134,delivery_point,1131.64,1216.62,,
N135,DeliveryPoint_N135,delivery_point,1262.89,1077.87,,
N136,DeliveryPoint_N136,delivery_point,1185.78,1171.99,,
N137,DeliveryPoint_N137,delivery_point,1170.0,1103.59,,
N138,DeliveryPoint_N138,delivery_point,1302.86,1284.2,,
N139,DeliveryPoint_N139,delivery_point,1120.67,1179.62,,
N140,DeliveryPoint_N140,delivery_point,1251.09,1137.8,,
N141,DeliveryPoint_N141,delivery_point,1130.05,1162.66,,
N142,DeliveryPoint_N142,delivery_point,1218.53,1135.96,,
N143,DeliveryPoint_N143,delivery_point,1235.84,1102.89,,
N144,DeliveryPoint_N144,delivery_point,1229.13,1167.12,,
N145,DeliveryPoint_N145,delivery_point,1215.02,1131.69,,
N146,DeliveryPoint_N146,delivery_point,1267.45,1215.37,,
N147,DeliveryPoint_N147,delivery_point,1252.64,1241.26,,
N148,DeliveryPoint_N148,delivery_point,1173.3,1155.22,,
N149,DeliveryPoint_N149,delivery_point,1203.5,1139.28,,
N150,Hub_C3,hub,1451.18,1405.4,,
N151,Warehouse_C3,warehouse,1434.86,1401.07,,
N152,DeliveryPoint_N152,delivery_point,1487.84,1480.19,,
N153,DeliveryPoint_N153,delivery_point,1496.15,1333.6,,
N154,DeliveryPoint_N154,delivery_point,1475.04,1436.55,,
N155,DeliveryPoint_N155,delivery_point,1586.11,1378.63,,
N156,DeliveryPoint_N156,delivery_point,1457.62,1441.72,,
N157,DeliveryPoint_N157,delivery_point,1515.34,1273.67,,
N158,DeliveryPoint_N158,delivery_point,1529.51,1278.52,,
N159,DeliveryPoint_N159,delivery_point,1454.62,1414.26,,
N160,DeliveryPoint_N160,delivery_point,1495.85,1403.26,,
N161,DeliveryPoint_N161,delivery_point,1449.57,1389.31,,
N162,DeliveryPoint_N162,delivery_point,1472.91,1526.11,,
N163,DeliveryPoint_N163,delivery_point,1486.38,1510.49,,
N164,DeliveryPoint_N164,delivery_point,1456.68,1371.43,,
N165,DeliveryPoint_N165,delivery_point,1467.7,1365.66,,
N166,DeliveryPoint_N166,delivery_point,1460.83,1454.27,,
N167,DeliveryPoint_N167,delivery_point,1372.09,1367.19,,
N168,DeliveryPoint_N168,delivery_point,1399.16,1347.66,,
N169,DeliveryPoint_N169,delivery_point,1361.26,1432.98,,
N170,DeliveryPoint_N170,delivery_point,1494.11,1341.83,,
N171,DeliveryPoint_N171,delivery_point,1453.41,1343.39,,
N172,DeliveryPoint_N172,delivery_point,1407.47,1350.01,,
N173,DeliveryPoint_N173,delivery_point,1503.61,1475.04,,
N174,DeliveryPoint_N174,delivery_point,1445.72,1336.9,,
N175,DeliveryPoint_N175,delivery_point,1525.25,1402.85,,
N176,DeliveryPoint_N176,delivery_point,1431.46,1409.54,,
N177,DeliveryPoint_N177,delivery_point,1350.09,1360.6,,
N178,DeliveryPoint_N178,delivery_point,1412.61,1433.22,,
N179,DeliveryPoint_N179,delivery_point,1385.06,1415.93,,
N180,DeliveryPoint_N180,delivery_point,1545.71,1461.06,,
N181,DeliveryPoint_N181,delivery_point,1429.11,1485.98,,
N182,DeliveryPoint_N182,delivery_point,1517.13,1377.8,,
N183,DeliveryPoint_N183,delivery_point,1469.12,1380.92,,
N184,DeliveryPoint_N184,delivery_point,1449.27,1505.41,,
N185,DeliveryPoint_N185,delivery_point,1438.5,1475.15,,
N186,DeliveryPoint_N186,delivery_point,1346.63,1325.39,,
N187,DeliveryPoint_N187,delivery_point,1509.94,1409.38,,
N188,DeliveryPoint_N188,delivery_point,1440.57,1376.19,,
N189,DeliveryPoint_N189,delivery_point,1384.91,1408.46,,
N190,DeliveryPoint_N190,delivery_point,1499.77,1390.52,,
N191,DeliveryPoint_N191,delivery_point,1384.28,1352.02,,
N192,DeliveryPoint_N192,delivery_point,1442.54,1492.79,,
N193,DeliveryPoint_N193,delivery_point,1429.93,1348.71,,
N194,DeliveryPoint_N194,delivery_point,1492.4,1447.14,,
N195,DeliveryPoint_N195,delivery_point,1399.86,1480.28,,
N196,DeliveryPoint_N196,delivery_point,1466.9,1459.95,,
N197,DeliveryPoint_N197,delivery_point,1469.14,1431.42,,
N198,DeliveryPoint_N198,delivery_point,1453.4,1505.36,,
N199,DeliveryPoint_N199,delivery_point,1385.65,1496.94,,
N200,Hub_C4,hub,1541.07,757.03,,
N201,Warehouse_C4,warehouse,1558.66,759.06,,
N202,DeliveryPoint_N202,delivery_point,1553.04,794.33,,
N203,DeliveryPoint_N203,delivery_point,1548.5,813.73,,
N204,DeliveryPoint_N204,delivery_point,1620.76,833.57,,
N205,DeliveryPoint_N205,delivery_point,1506.38,735.13,,
N206,DeliveryPoint_N206,delivery_point,1546.63,751.39,,
N207,DeliveryPoint_N207,delivery_point,1536.91,744.84,,
N208,DeliveryPoint_N208,delivery_point,1502.05,685.87,,
N209,DeliveryPoint_N209,delivery_point,1444.61,714.36,,
N210,DeliveryPoint_N210,delivery_point,1643.33,822.19,,
N211,DeliveryPoint_N211,delivery_point,1584.11,748.89,,
N212,DeliveryPoint_N212,delivery_point,1451.06,777.5,,
N213,DeliveryPoint_N213,delivery_point,1527.13,857.63,,
N214,DeliveryPoint_N214,delivery_point,1510.55,722.92,,
N215,DeliveryPoint_N215,delivery_point,1463.32,771.3,,
N216,DeliveryPoint_N216,delivery_point,1498.93,797.89,,
N217,DeliveryPoint_N217,delivery_point,1569.04,782.73,,
N218,DeliveryPoint_N218,delivery_point,1632.95,896.09,,
N219,DeliveryPoint_N219,delivery_point,1487.73,767.23,,
N220,DeliveryPoint_N220,delivery_point,1631.41,767.88,,
N221,DeliveryPoint_N221,delivery_point,1577.91,826.86,,
N222,DeliveryPoint_N222,delivery_point,1593.56,713.14,,
N223,DeliveryPoint_N223,delivery_point,1479.17,768.7,,
N224,DeliveryPoint_N224,delivery_point,1378.18,677.83,,
N225,DeliveryPoint_N225,delivery_point,1597.37,760.07,,
N226,DeliveryPoint_N226,delivery_point,1545.0,754.58,,
N227,DeliveryPoint_N227,delivery_point,1597.22,805.3,,
N228,DeliveryPoint_N228,delivery_point,1587.91,744.41,,
N229,DeliveryPoint_N229,delivery_point,1577.79,723.67,,
N230,DeliveryPoint_N230,delivery_point,1578.27,804.96,,
N231,DeliveryPoint_N231,delivery_point,1567.98,825.6,,
N232,DeliveryPoint_N232,delivery_point,1567.09,742.98,,
N233,DeliveryPoint_N233,delivery_point,1584.11,798.68,,
N234,DeliveryPoint_N234,delivery_point,1508.93,830.75,,
N235,DeliveryPoint_N235,delivery_point,1521.04,806.96,,
N236,DeliveryPoint_N236,delivery_point,1628.31,809.14,,
N237,DeliveryPoint_N237,delivery_point,1562.86,796.79,,
N238,DeliveryPoint_N238,delivery_point,1539.22,742.69,,
N239,DeliveryPoint_N239,delivery_point,1498.68,758.25,,
N240,DeliveryPoint_N240,delivery_point,1532.74,723.29,,
N241,DeliveryPoint_N241,delivery_point,1593.39,771.92,,
N242,DeliveryPoint_N242,delivery_point,1569.64,700.7,,
N243,DeliveryPoint_N243,delivery_point,1512.97,636.85,,
N244,DeliveryPoint_N244,delivery_point,1558.96,813.33,,
N245,DeliveryPoint_N245,delivery_point,1527.7,714.82,,
N246,DeliveryPoint_N246,delivery_point,1457.55,654.19,,
N247,DeliveryPoint_N247,delivery_point,1592.17,717.17,,
N248,DeliveryPoint_N248,delivery_point,1497.41,855.94,,
N249,DeliveryPoint_N249,delivery_point,1564.35,752.62,,
N250,Hub_C5,hub,1681.22,460.89,,
N251,Warehouse_C5,warehouse,1733.74,460.27,,
N252,DeliveryPoint_N252,delivery_point,1702.5,422.76,,
N253,DeliveryPoint_N253,delivery_point,1611.92,438.08,,
N254,DeliveryPoint_N254,delivery_point,1676.2,426.56,,
N255,DeliveryPoint_N255,delivery_point,1634.71,468.39,,
N256,DeliveryPoint_N256,delivery_point,1729.01,441.45,,
N257,DeliveryPoint_N257,delivery_point,1695.18,475.42,,
N258,DeliveryPoint_N258,delivery_point,1694.22,485.39,,
N259,DeliveryPoint_N259,delivery_point,1703.53,512.99,,
N260,DeliveryPoint_N260,delivery_point,1713.4,512.7,,
N261,DeliveryPoint_N261,delivery_point,1672.05,423.15,,
N262,DeliveryPoint_N262,delivery_point,1650.37,383.65,,
N263,DeliveryPoint_N263,delivery_point,1715.17,440.58,,
N264,DeliveryPoint_N264,delivery_point,1768.65,434.21,,
N265,DeliveryPoint_N265,delivery_point,1712.46,493.42,,
N266,DeliveryPoint_N266,delivery_point,1623.48,464.87,,
N267,DeliveryPoint_N267,delivery_point,1605.29,571.6,,
N268,DeliveryPoint_N268,delivery_point,1574.21,575.66,,
N269,DeliveryPoint_N269,delivery_point,1688.04,481.1,,
N270,DeliveryPoint_N270,delivery_point,1634.66,425.19,,
N271,DeliveryPoint_N271,delivery_point,1726.14,424.08,,
N272,DeliveryPoint_N272,delivery_point,1667.33,444.31,,
N273,DeliveryPoint_N273,delivery_point,1700.02,422.09,,
N274,DeliveryPoint_N274,delivery_point,1737.79,456.15,,
N275,DeliveryPoint_N275,delivery_point,1754.47,472.22,,
N276,DeliveryPoint_N276,delivery_point,1667.97,554.31,,
N277,DeliveryPoint_N277,delivery_point,1757.87,478.46,,
N278,DeliveryPoint_N278,delivery_point,1725.18,435.39,,
N279,DeliveryPoint_N279,delivery_point,1568.74,447.59,,
N280,DeliveryPoint_N280,delivery_point,1675.27,474.6,,
N281,DeliveryPoint_N281,delivery_point,1695.39,502.19,,
N282,DeliveryPoint_N282,delivery_point,1671.52,585.18,,
N283,DeliveryPoint_N283,delivery_point,1636.44,416.29,,
N284,DeliveryPoint_N284,delivery_point,1714.75,479.52,,
N285,DeliveryPoint_N285,delivery_point,1698.75,523.06,,
N286,DeliveryPoint_N286,delivery_point,1610.61,361.97,,
N287,DeliveryPoint_N287,delivery_point,1601.84,463.04,,
N288,DeliveryPoint_N288,delivery_point,1699.93,427.37,,
N289,DeliveryPoint_N289,delivery_point,1688.75,456.25,,
N290,DeliveryPoint_N290,delivery_point,1685.46,507.23,,
N291,DeliveryPoint_N291,delivery_point,1720.57,476.41,,
N292,DeliveryPoint_N292,delivery_point,1709.82,481.31,,
N293,DeliveryPoint_N293,delivery_point,1705.21,412.25,,
N294,DeliveryPoint_N294,delivery_point,1718.22,409.39,,
N295,DeliveryPoint_N295,delivery_point,1630.08,412.38,,
N296,DeliveryPoint_N296,delivery_point,1627.85,517.8,,
N297,DeliveryPoint_N297,delivery_point,1751.31,422.11,,
N298,DeliveryPoint_N298,delivery_point,1637.25,443.07,,
N299,DeliveryPoint_N299,delivery_point,1658.45,503.23,,
N300,Hub_C6,hub,970.05,954.42,,
N301,Warehouse_C6,warehouse,991.5,982.28,,
N302,DeliveryPoint_N302,delivery_point,942.72,879.63,,
N303,DeliveryPoint_N303,delivery_point,1030.51,946.82,,
N304,DeliveryPoint_N304,delivery_point,940.8,944.67,,
N305,DeliveryPoint_N305,delivery_point,941.66,948.98,,
N306,DeliveryPoint_N306,delivery_point,1056.92,982.74,,
N307,DeliveryPoint_N307,delivery_point,990.58,983.56,,
N308,DeliveryPoint_N308,delivery_point,872.87,948.14,,
N309,DeliveryPoint_N309,delivery_point,959.5,876.31,,
N310,DeliveryPoint_N310,delivery_point,940.13,835.82,,
N311,DeliveryPoint_N311,delivery_point,1002.09,1012.98,,
N312,DeliveryPoint_N312,delivery_point,943.51,890.99,,
N313,DeliveryPoint_N313,delivery_point,1070.95,984.12,,
N314,DeliveryPoint_N314,delivery_point,1041.85,875.75,,
N315,DeliveryPoint_N315,delivery_point,937.02,924.78,,
N316,DeliveryPoint_N316,delivery_point,1004.98,995.41,,
N317,DeliveryPoint_N317,delivery_point,1063.34,852.3,,
N318,DeliveryPoint_N318,delivery_point,903.19,1017.32,,
N319,DeliveryPoint_N319,delivery_point,927.52,912.78,,
N320,DeliveryPoint_N320,delivery_point,1012.57,985.32,,
N321,DeliveryPoint_N321,delivery_point,986.43,976.76,,
N322,DeliveryPoint_N322,delivery_point,978.75,976.93,,
N323,DeliveryPoint_N323,delivery_point,975.04,1010.87,,
N324,DeliveryPoint_N324,delivery_point,952.31,994.86,,
N325,DeliveryPoint_N325,delivery_point,943.54,961.87,,
N326,DeliveryPoint_N326,delivery_point,1037.61,896.85,,
N327,DeliveryPoint_N327,delivery_point,893.75,944.36,,
N328,DeliveryPoint_N328,delivery_point,929.36,847.6,,
N329,DeliveryPoint_N329,delivery_point,971.24,878.43,,
N330,DeliveryPoint_N330,delivery_point,1078.67,927.1,,
N331,DeliveryPoint_N331,delivery_point,1044.11,1015.31,,
N332,DeliveryPoint_N332,delivery_point,953.05,974.69,,
N333,DeliveryPoint_N333,delivery_point,932.87,920.33,,
N334,DeliveryPoint_N334,delivery_point,973.82,1004.84,,
N335,DeliveryPoint_N335,delivery_point,969.42,1022.8,,
N336,DeliveryPoint_N336,delivery_point,981.63,881.38,,
N337,DeliveryPoint_N337,delivery_point,1031.93,941.49,,
N338,DeliveryPoint_N338,delivery_point,887.03,969.87,,
N339,DeliveryPoint_N339,delivery_point,949.73,987.44,,
N340,DeliveryPoint_N340,delivery_point,884.22,929.59,,
N341,DeliveryPoint_N341,delivery_point,945.85,902.33,,
N342,DeliveryPoint_N342,delivery_point,980.83,1035.66,,
N343,DeliveryPoint_N343,delivery_point,926.41,970.18,,
N344,DeliveryPoint_N344,delivery_point,883.3,999.44,,
N345,DeliveryPoint_N345,delivery_point,911.88,1027.13,,
N346,DeliveryPoint_N346,delivery_point,909.22,978.11,,
N347,DeliveryPoint_N347,delivery_point,926.72,1001.45,,
N348,DeliveryPoint_N348,delivery_point,1021.98,1052.4,,
N349,DeliveryPoint_N349,delivery_point,974.71,1029.79,,
N350,Hub_C7,hub,668.37,477.23,,
N351,Warehouse_C7,warehouse,695.78,461.25,,
N352,DeliveryPoint_N352,delivery_point,715.69,453.66,,
N353,DeliveryPoint_N353,delivery_point,682.27,471.6,,
N354,DeliveryPoint_N354,delivery_point,880.21,502.7,,
N355,DeliveryPoint_N355,delivery_point,667.21,493.71,,
N356,DeliveryPoint_N356,delivery_point,661.7,504.2,,
N357,DeliveryPoint_N357,delivery_point,754.43,559.76,,
N358,DeliveryPoint_N358,delivery_point,715.21,443.05,,
N359,DeliveryPoint_N359,delivery_point,653.51,365.75,,
N360,DeliveryPoint_N360,delivery_point,598.06,476.11,,
N361,DeliveryPoint_N361,delivery_point,721.5,464.95,,
N362,DeliveryPoint_N362,delivery_point,651.26,548.49,,
N363,DeliveryPoint_N363,delivery_point,624.4,526.51,,
N364,DeliveryPoint_N364,delivery_point,622.63,514.39,,
N365,DeliveryPoint_N365,delivery_point,734.96,478.99,,
N366,DeliveryPoint_N366,delivery_point,652.18,503.14,,
N367,DeliveryPoint_N367,delivery_point,649.87,512.13,,
N368,DeliveryPoint_N368,delivery_point,727.93,470.55,,
N369,DeliveryPoint_N369,delivery_point,619.99,509.94,,
N370,DeliveryPoint_N370,delivery_point,594.9,395.38,,
N371,DeliveryPoint_N371,delivery_point,560.91,467.57,,
N372,DeliveryPoint_N372,delivery_point,638.76,457.4,,
N373,DeliveryPoint_N373,delivery_point,706.65,400.63,,
N374,DeliveryPoint_N374,delivery_point,673.14,470.99,,
N375,DeliveryPoint_N375,delivery_point,628.12,461.99,,
N376,DeliveryPoint_N376,delivery_point,660.03,490.67,,
N377,DeliveryPoint_N377,delivery_point,679.31,451.94,,
N378,DeliveryPoint_N378,delivery_point,716.21,521.17,,
N379,DeliveryPoint_N379,delivery_point,682.11,476.51,,
N380,DeliveryPoint_N380,delivery_point,825.28,518.65,,
N381,DeliveryPoint_N381,delivery_point,621.12,383.18,,
N382,DeliveryPoint_N382,delivery_point,689.2,456.76,,
N383,DeliveryPoint_N383,delivery_point,625.44,524.47,,
N384,DeliveryPoint_N384,delivery_point,647.15,453.71,,
N385,DeliveryPoint_N385,delivery_point,644.59,437.38,,
N386,DeliveryPoint_N386,delivery_point,686.63,421.36,,
N387,DeliveryPoint_N387,delivery_point,716.31,381.65,,
N388,DeliveryPoint_N388,delivery_point,804.26,528.7,,
N389,DeliveryPoint_N389,delivery_point,686.87,532.97,,
N390,DeliveryPoint_N390,delivery_point,691.23,390.68,,
N391,DeliveryPoint_N391,delivery_point,609.02,512.43,,
N392,DeliveryPoint_N392,delivery_point,732.35,493.55,,
N393,DeliveryPoint_N393,delivery_point,659.17,526.67,,
N394,DeliveryPoint_N394,delivery_point,609.16,565.42,,
N395,DeliveryPoint_N395,delivery_point,626.34,415.45,,
N396,DeliveryPoint_N396,delivery_point,697.91,483.2,,
N397,DeliveryPoint_N397,delivery_point,674.96,531.65,,
N398,DeliveryPoint_N398,delivery_point,581.5,475.81,,
N399,DeliveryPoint_N399,delivery_point,717.09,460.06,,
N400,Hub_C8,hub,559.09,846.65,,
N401,Warehouse_C8,warehouse,553.16,841.76,,
N402,DeliveryPoint_N402,delivery_point,404.38,908.26,,
N403,DeliveryPoint_N403,delivery_point,647.2,832.59,,
N404,DeliveryPoint_N404,delivery_point,556.64,902.12,,
N405,DeliveryPoint_N405,delivery_point,563.13,890.38,,
N406,DeliveryPoint_N406,delivery_point,580.48,802.87,,
N407,DeliveryPoint_N407,delivery_point,570.55,864.54,,
N408,DeliveryPoint_N408,delivery_point,603.66,829.6,,
N409,DeliveryPoint_N409,delivery_point,527.24,792.06,,
N410,DeliveryPoint_N410,delivery_point,508.74,841.87,,
N411,DeliveryPoint_N411,delivery_point,526.83,786.76,,
N412,DeliveryPoint_N412,delivery_point,573.27,796.01,,
N413,DeliveryPoint_N413,delivery_point,664.9,823.56,,
N414,DeliveryPoint_N414,delivery_point,523.64,894.05,,
N415,DeliveryPoint_N415,delivery_point,496.4,857.38,,
N416,DeliveryPoint_N416,delivery_point,598.42,931.46,,
N417,DeliveryPoint_N417,delivery_point,553.17,840.11,,
N418,DeliveryPoint_N418,delivery_point,601.15,859.31,,
N419,DeliveryPoint_N419,delivery_point,575.61,806.26,,
N420,DeliveryPoint_N420,delivery_point,675.19,807.82,,
N421,DeliveryPoint_N421,delivery_point,538.62,864.34,,
N422,DeliveryPoint_N422,delivery_point,597.81,958.48,,
N423,DeliveryPoint_N423,delivery_point,585.95,904.78,,
N424,DeliveryPoint_N424,delivery_point,698.18,773.95,,
N425,DeliveryPoint_N425,delivery_point,553.87,837.17,,
N426,DeliveryPoint_N426,delivery_point,526.19,805.0,,
N427,DeliveryPoint_N427,delivery_point,584.6,812.21,,
N428,DeliveryPoint_N428,delivery_point,523.95,838.38,,
N429,DeliveryPoint_N429,delivery_point,536.54,870.37,,
N430,DeliveryPoint_N430,delivery_point,539.32,983.81,,
N431,DeliveryPoint_N431,delivery_point,596.45,909.79,,
N432,DeliveryPoint_N432,delivery_point,592.55,803.53,,
N433,DeliveryPoint_N433,delivery_point,621.54,862.14,,
N434,DeliveryPoint_N434,delivery_point,578.14,881.77,,
N435,DeliveryPoint_N435,delivery_point,475.72,857.42,,
N436,DeliveryPoint_N436,delivery_point,604.98,822.85,,
N437,DeliveryPoint_N437,delivery_point,491.88,865.78,,
